,cid,podcaster_id,title,episode_count,sub_count,primary_cid,name
1,4894772,17293748.0,رادیو راه با مجتبی شکوری,120,1468883,,رادیو راه
4,2356600,16024112.0,ChannelB پادکست فارسی,96,931763,,ChannelB Podcast
64,4857685,16682348.0,جافکری | Jafekri,120,853001,,Amirali Gh
149,2748108,14199420.0,پادکست رخ,77,771371,,amir soodbakhsh
9,2400145,15814516.0,صلح درون,177,747731,,سپهر خدابنده
12,2480138,12347707.0,پلی لیست | PlayList,288,725447,,مختار رزمجو
50,3052047,7717534.0,رواق / Ravaq,106,498424,,Ravaqpod
2892,3047723,19014914.0,کتاب باز -  صفحه رسمی,532,435798,,کتاب باز - صفحه رسمی
718,5175428,9850467.0,این نقطه,167,356003,,Hosein Aura
42,1477141,9217357.0,Hellitalk,43,272161,,Helli Hendesi
71,1399866,8120994.0,Radio Deev/پادکست رادیو دیو,43,252816,,Radio Deev
2124,4821869,25028098.0,پادکست طنز چیزگرافی | چیز گرافی,22,249562,,لطفا با فیلترشکن دانلود کنید
1008,4085001,21902036.0,طنز موزیکال کشورگرافی,38,199990,,لطفا با فیلترشکن دانلود کنید
113,1428375,9191310.0,Radio Offside | پادکست فوتبالی رادیو آفساید,250,198001,,Radio Offside
22,2005284,7859627.0,پادکست ناوکست / Navcast,75,187946,,Nav Cast
220,5471707,8369702.0,On podcast پادکست آن,42,184385,,Mersen
66,2967229,18832708.0,زندگی بهینه [زهینه],1683,184348,,Dr. Mosi
226,2063062,11730152.0,راوکست | Ravcast,72,176230,,ایمان نژاداحد
210,4888005,14994005.0,زندگی مایندفول با مدیتیشن | مراقبه‌ی فارسی,98,169470,,مریم
16,1475573,14078348.0,Radio Marz | پادکست فارسی رادیو مرز,61,165684,,marzie rasouli
112,2664563,17731521.0,Masty o Rasty | پادکست فارسی مستی و راستی,311,164236,,King Raam
1391,4967933,25913181.0,ترانه گرافی,26,160468,,از سری پادکست های کشورگرافی
420,4846699,9674962.0,Bandar-E-Tehran | رادیو بندر تهران,124,159521,,Mohammad Amin Chitgaran
72,5101455,18256867.0,meditation podcast | پادكست مراقبه ي فارسي مدیتیشن پادکست,111,157949,,Podcast
486,1798319,10034149.0,DialogueBox | دیالوگ‌باکس,122,156231,,Mehdi Sotoudeh
3756,3980827,21638048.0,داستان های احسانو / daastaan ehsaanoo,59,151369,,احسان عبدی پور ehsanabdipoor
27,5026144,9225691.0,StringCast | استرینگ‌کست,108,149131,,Shahin JN
11,4926174,15814516.0,یک دقیقه با من,321,148303,,سپهر خدابنده
100,2620266,23250574.0,پادکست رادیو ماجرا,45,138287,,Radio Majera
4215,4929373,25170476.0,کتاب صوتی,267,134076,,Mehrdad
156,1464834,9525176.0,رادیو کارنکن,88,132420,,Amin Aramesh
1037,4907231,25086119.0,گنبد کبود/Gonbad.Kabood,118,125377,,Gonbad Kabod
417,4498610,9674962.0,داستان شب,1118,125191,,Mohammad Amin Chitgaran
4000,4565579,22595921.0,هنر ریلکسیشن، موسیقی بیکلام | Art of relaxation with music,174,114886,,Reza
1613,3116458,14209906.0,دارما مدیتیشن، پادکست مراقبه‌ و خودشناسی | Dharma Meditation Podcast,259,112980,,Ali Delshad Tehrani
145,4492081,19491060.0,هاگیرواگیر,76,111773,,haagir vaagir
3994,4924453,18764399.0,پادکست توسعه فردی,353,108749,,پوریا احمدی
4046,4920104,12319321.0,آموزش زبان فیش اند چیپس,35,106584,,Fishnchips Podcast
487,4906765,19221286.0,Tabaghe 16 طبقه,121,104717,,Soheil Alavi
381,4728385,14856750.0,روانشناسی دکتر هلاکویی,35,104227,,Hooman
78,4498803,15705349.0,پادکست فارسی انسانک | Ensanak,53,101063,,Hesam Ipakchi
519,4971504,22882288.0,دوره انتقادی تاریخ فلسفه غرب,45,98625,,Siavash mehr
391,5546595,8190499.0,Paragraph | پاراگراف,27,98172,,Alireza Banijani
2471,4132406,11007494.0,RJ Podcast | آموزش زبان انگلیسی با فیلم و ترانه,145,95661,,Reza Jamali
4153,4961491,24187996.0,منفی بیست,73,94166,,Whomaan
1350,3528045,19624777.0,تکه هایی از یک کل منسجم,166,93554,,shadi lavi 🦋
465,4206261,13976402.0,پادکست راوکده,30,93027,,محمدعلی نامه ای
1748,4649858,23717180.0,کتاب محدودیت صفر (جذب ثروت و فراوانی),30,92261,,Zahra sabeti
44,2215963,14330993.0,مدرسه زندگی فارسی,321,89979,,Iman Fani
45,2770413,16641339.0,Naaji /پادکست فارسی ناجی,38,88544,,Pari  (پادکست ناجی)
119,2421549,16045081.0,RadioNist / رادیو نیست,48,88181,,رادیو نیست
2266,4691556,24104717.0,آموزش زبان آلمانی نصرت,100,86923,,radio zaban
429,5062468,23112845.0,باشگاه قتل پنجشنبه | The Thursday Murder Club,292,86140,,Reza Karimabadi
473,4659016,16311133.0,رادیو قجرتایم,17,83518,,رادیو قجرتایم
107,1480796,7336596.0,پرچم سفید,88,79027,,Ehsan Tarighat
3799,4691634,24105389.0,آموزش زبان اسپانیایی نصرت,100,78601,,radio zaban
1937,3588923,11805800.0,کتاب صوتی شازده کوچولو,49,78221,,Seyyed Mohammad Hejazi
222,3350387,16898551.0,پادکست کتاب کست - KetabCast,1189,77736,,MONTANA
2063,5358826,17363840.0,Radio Nadastan | رادیو ناداستان,36,76349,,Radio Nadastan
2698,1362236,7521306.0,GapDive پادکست موسیقی متن گپ دایو,98,73680,,melodive
68,1458350,8350502.0,چیروک,18,72000,,روزبه استیفایی
150,4918867,14199420.0,Wrapup | رپاپ,14,71901,,amir soodbakhsh
3404,5470217,19727692.0,کتابخانه نیمه شب,65,71700,,Mitra Behrouzi
14,343520,10049203.0,پادکست – جادی دات نت | کیبرد آزاد,131,71174,,Jadi Mirmirani
199,3310854,21454805.0,Radio Tragedy رادیو تراژدی,44,70790,,Radio Tragedy
3759,3455144,19558759.0,کتاب صوتی اثر مرکب,14,70487,,Boocast
1590,4901562,14307501.0,پادکست علی ویشکی | The Ali Vishki Podcast,95,70414,,Ali Vishki
3160,2755169,17705177.0,روانشناسی,217,69983,,maohammadAli Fallahzade
81,4847938,6196416.0,رادیو عجایب,61,69794,,Poria
1390,5028586,25584620.0,معامله گر منضبط,32,69087,,Sonia Beikzadeh
67,4200752,18832708.0,روانشناسی شخصیت‌ و خوشبختی,1079,68597,2967229.0,Dr. Mosi
2,1423226,7697322.0,Ehsanoo,31,68543,,Ehsanoo Podcast
3726,4904992,21913067.0,Baran | باران,39,68388,,Pouria Ahmadipour
556,4863934,15973772.0,Ravi | پادکست فارسی راوی,44,68357,,ravi podcast
4222,5437363,15328191.0,نمیگذارم کسی اعصابم را به هم بریزد,27,67224,,رادیوکیانمهر|Radiokiyanmehr
3804,4491954,22951903.0,Castab/کستاب,121,67221,,Mina
1991,5408065,24438995.0,قدرت عادت ( کتاب صوتی ),11,66848,,apexboox
130,5433705,9917438.0,Album | آلبوم,51,64327,,Bardia Barj
137,4520853,14357533.0,پادکست مختصر و مفید,63,63992,,Ardeshir Tayebi
4221,5397636,18168622.0,انسان در جستجوی معنا,17,63873,,سامان سهل آبادی
4007,4856900,24794322.0,پادکست تی تایم,14,63510,,احسان فریدونی - نیک شجاع
915,4504953,18809319.0,کتاب صوتی خودباوری و اعتماد به نفس,6,63217,,Radio Adi
917,4502989,18809319.0,کتاب صوتی قورباغه ات را قورت بده,24,62974,,Radio Adi
2054,5443418,20627387.0,حرف‌هایی با دخترم درباره‌ی اقتصاد,29,62683,,mohsen pourshamsa
449,4051782,21830109.0,پادکست آذرخش مکری - azarakhsh mokri,294,62518,,nimac
706,5250014,21673341.0,Terrace | تراس,15,62306,,Amirparsa Neshat
1310,3675888,19385935.0,نمایش صوتی,80,61533,,R.S
1151,4845881,23858786.0,انگیزشی با شما,14,61356,,🅼🅴🆁🅸🆃🅰
139,5054373,8178802.0,پادکست فوتبال لب,332,60418,,Footballlab Podcast
1689,5468754,25685166.0,کتاب اول عاشق خودت باش,22,60402,,بنی میگه..
353,2753276,9753769.0,کتاب صوتی ملت عشق,42,59059,,Amin Podcaster
2610,2741597,17309462.0,یونگ نگار,83,57924,,Rasool Majani
4150,4146291,17247708.0,ahoora niazi,223,56223,,ahoora niazi
4008,4796013,21584022.0,شعر,5,56196,,محمد حسین‌نژاد
120,4847127,15751893.0,Saate Sefr Podcast | پادکست فارسی ساعت صفر,74,56168,,Amin Matin | امین متین
593,3687714,20827602.0,پادکست دغدغه ایران,102,56107,,Mohammad Fazeli
4152,4908690,10877431.0,زندگی پس از زندگی,87,56017,,Mohsen Nazemian
4160,5289502,25096992.0,پلی لیست موزیک♡,91,55924,,#free_Iran
1922,4484066,22894649.0,پادکست فارسی لالالند | Lala Land,120,55908,,shivana podcast
182,5453595,23773309.0,کتاب صوتی همسایه‌ها اثر احمد محمود,12,55378,,shabdokht
407,4901564,18240053.0,کریپتو پادکست,34,55227,,Pedrawms
328,4852633,11533806.0,AhangeShab | پادکست آهنگ شب,147,53961,,mahdi aghaee
524,2715413,18046573.0,hoopoecast,58,53225,,hoopoecast | هوپوکست
3865,3491302,20009851.0,SOPHIA سوفیا,42,52842,,Shahin Najafi
1576,4214230,19138937.0,هنر رندانه به تخم گرفتن!,11,52776,,Milad
164,1210932,6479750.0,رادیو دال | Radio Daal,47,52566,,Arash Thr
4220,5458040,21276863.0,PotterCast | پاترکست 🪄🔮,15,52295,,Parichehr Ranjbar
3812,5016039,25246024.0,مداحی محرم,31,52179,,hosseinie karbala
4223,5447497,21083175.0,قصه های من و بابام,25,51824,,arash cheshmebin
1999,4940215,25663957.0,پادکست جعبه // Jabe Persian Podcast (Mansour Zabetian),30,51610,,Jabe Podcast
251,4856465,13473917.0,پادکست داستانی ترپند /TarPand,31,50994,,مجتبی فراهت
1879,4738088,23964438.0,پادکست فارسی اعتماد به نفس/ خانم رییس,38,50161,,ladyboss /خانم رییس
541,2216999,14837239.0,iGhe3 | آی‌قصه,66,49789,,iGhe3
3716,4898145,16888343.0,سعدی,41,48721,,محمدرضا طاهری
1027,4924718,25278359.0,ExportCampaign,292,46746,,Farshad
1856,5255632,27559044.0,Radio Mahsa | رادیو مهسا,418,46583,,Mahsa Amini
159,1796941,10020919.0,Radio Hich  رادیو هیچ,76,45912,,احمد فیاض | Ahmad Fayaz
3939,3298906,19477280.0,بریده سخنان دکتر الهی قمشه ای,93,45907,,UniVoiceir
595,1816599,10066984.0,سبکتو | Sabketo (فارسی),304,44800,,morteza Hossein Ahlou
2661,2551470,22595114.0,باید و نباید زندگی زناشویی و رابطه عاطفی,6,44793,,Jooyan Bagheri
1487,4525890,22010094.0,ازدواج سالم و موفق با پیام و نادیا,10,44606,,Payam Bahrampoor
780,5555246,17951253.0,نقاش سکوت (بیمار خاموش) الکس مایکلیدیس,89,44244,,Ali Safari
1573,2340615,8808779.0,انسان در جستجوی معنا,24,44007,,Hamidreza FarYaghoobi
248,4897135,16089160.0,Radio Joloun / پادکست سفر رادیو جولون,66,43568,,Radio Joloun
104,4912488,13930353.0,پادکست فارسی فیکشن Fiction Podcast,69,43514,,fiction podcast پادکست فارسی فیکشن
1423,3627404,15572542.0,Chizcast | چیزکست,57,43238,,Chizcast
1739,4561235,23322369.0,kooshiar,86,43224,,kooshiar azimian
4022,5593650,22414402.0,♪My Playlist♬,58,43163,,VALENSY
90,4082056,7543292.0,Koron | کُرُن,23,42464,,Koron Podcast
2055,5474477,20627387.0,مرد واقعی_یک کلاس درس برای اثرگذاری و موفقیت,8,42458,,mohsen pourshamsa
3512,2031473,11181565.0,دیاپازون اطلس موسیقی قرن بیستم,210,42061,,HESAM SHARIFI
349,2803487,9753769.0,کتاب صوتی پدر پولدار پدر بی پول,15,41361,,Amin Podcaster
439,4894158,20100942.0,Ketab Jibi | پادکست کتاب جیبی,85,41066,,پادکست کتاب جیبی
873,4161000,22200117.0,پادکست میوسن,45,41044,5033924.0,miocene podcast
195,1494431,8670471.0,Furbo | فوربو,108,40904,,Reza Tavakoli
3141,2394025,15801617.0,Sekke Podcast | پادکست سکه,99,40744,,sekke
155,4498611,11825668.0,Yuri!!! on RADIO یوری!!! بر رادیو,104,40362,,Yuri On RADIO / یوری بر رادیو
206,2021221,10826498.0,Logos,58,40260,,Hamed Ghadiri
1655,5618511,21354287.0,"کتاب صوتی عشق در زمان وبا ""عشق سالهای وبا""
(گاربریل گارسیا مارکز) کامل",7,40255,,"کتاب صوتی ""برترین آثار"""
103,4891686,7747991.0,پادکست جنایی آخرین شاهد,108,39988,,Mahdi Pourbaghi
10,2743545,15814516.0,من برندم هستم,29,39343,,سپهر خدابنده
3860,3351091,7981399.0,دانستنی‌ها,67,39026,,مسعود وحدتی
1624,4731129,17638124.0,کتاب صوتی هری پاتر,101,38558,,begoshcast
883,4840481,25139251.0,رادیو بهی - Radio Behi,35,38408,,رادیو بهی
101,5313738,23250574.0,Sedaye Mohajer | صدای مهاجر,28,38070,,Radio Majera
7,4945126,19016209.0,Chai With Banafsheh/ چای با بنفشه,97,37985,,Banafsheh Taherian
1074,3483473,18955393.0,Radio Dore Donya |  رادیو دور دنیا,33,37873,,Doredonya
618,1882651,9640212.0,GoushFilm | گوش‌فیلم,8,37789,,Amir Javadian
3129,2538237,16659048.0,کانال همراهِ مادر و کودک - قصه و لالایی,140,36935,,همراهِ مادر و کودک - قصه و لالایی
128,2765342,19288820.0,Moniaz Podcast | پادکست فارسی منیاز,47,36934,,moniaz Podcast
2563,3895776,9353045.0,EpitomeBooks Podcast | اپیتومی بوکس,66,36588,5614875.0,اپیتومی بوکس
127,4891509,17821125.0,ketabgard | پادکست فارسی کتابگرد,84,36227,,محسن پوررمضانی
1428,3189328,13840491.0,Radio Sitcom Podcast پادکست رادیو سیتکام,18,36186,,Radio.Sitcom
1976,4849966,21326543.0,Lumos | هری پاتر با لوموس,117,35980,,مرکز دنیای جادوگری
1478,4857674,20990364.0,Chenin Shod | چنین شد,23,35808,,Hossein Sobhani
3052,2906747,18696914.0,RadioBarsa|رادیو بارسا,176,35588,,Ali mirsadeghi
2192,4582292,20736093.0,رادیو آتیما,4,35418,,athena gorji
62,4498626,26899294.0,ردرام | Redrum,17,35272,,شنوتو shenoto
1021,2536266,17780904.0,مثنوی خوانی | Masnavi Khani,261,34903,,علی عرفانیان
229,4897170,14232877.0,4Rahecomputer | چهارراه کامپیوتر,40,34829,,4rahe computer
543,2769822,12307114.0,BioCast | بایوکست,15,34732,,BioCastPodcast
348,2698663,9753769.0,آموزش زبان انگلیسی با امین  | Learn English With Amin,30,34681,,Amin Podcaster
2144,4796744,24776278.0,Hercules - هرکول,62,34324,,Hercules Podcast
490,2176402,14211905.0,ژرفا - Zharfa,26,34299,,Alireza Payandeh
2995,2912639,18658546.0,Microphone | میکروفون,424,34258,,ᴍᴇʏsᴀᴍ
55,4498558,26899294.0,تاریکخانه تاریخ,26,34000,,شنوتو shenoto
40,4991222,26144944.0,Sexology,97,33883,,Nazanin Moali
857,4659008,18914788.0,داستان‌های تاریخی,79,33217,,داستان‌های تاریخی
2967,3041303,15302112.0,تاریخ تمدن,452,33087,,Shahnam Golshany
1859,3634536,18489421.0,dastaminophen | پادكست داستامينوفن,102,33070,,Iman Najimi
1465,3942578,21506241.0,Crime Scene Podcast | ‎پادکست صحنه جرم,44,33019,,پادکست صحنه جرم
96,4857867,8096147.0,پادکست بوم,45,32701,,Mehdi Abbasi
339,5384211,28322992.0,1001raah | هزار و یک راه,30,32680,,Ali Etemadi
60,4498643,26899294.0,پوشه | Pousheh,12,32668,,شنوتو shenoto
1600,2204916,13855237.0,بهترین خودت شو,54,32559,,Vahid Zamani
1071,5459384,28573898.0,کافکا | Cafca,15,32142,,Shaghayegh Cafca
351,2753163,9753769.0,کتاب صوتی قلعه حیوانات,10,31833,,Amin Podcaster
3687,4500499,20231498.0,پادکست مورخ  MovarekhPodcast,35,31280,,movarekhpodcast
472,4922403,18288287.0,پادکست جنون Junoonpodcast,38,31004,,شهاب جعفری
2268,4687637,24075890.0,آموزش زبان فرانسه نصرت,100,30995,,milaad
4072,3587499,20517596.0,drsargolzaei |  پادکست دکتر سرگلزایی,63,30348,,drsargolzaei
3021,2692223,9578185.0,بهتره بدونی Better To Know,5,30321,,Mehran Bizhanpour
822,2593717,16759788.0,چهار اثر از فلورانس اسکاول شین,24,30140,,چشم سوم
223,4716765,16898551.0,داستان های هزار و یک شب | کتاب کست,90,29905,,MONTANA
231,2747538,17800971.0,قصه های هزار و یک شب | hezaroiekshab | Hezaro Yek Shab,136,29755,,Farsi Readings
1281,4897695,13631263.0,My Coach Way پادکست فارسی,48,29132,,shila razagh karimi
3439,2149741,13666099.0,کتاب صوتی,92,28970,,Amin Mirlohi
2334,4672242,23967851.0,Fitopia|فیتوپیا,45,28640,,Mahta Mir
2668,2788101,10911807.0,owrsi | پادکست اورسی,30,28559,,owrsi
404,5504488,21319864.0,Eternal by Anousha,6,28183,,anousha nafas
545,3329221,19182276.0,Radio Pen پادکست فارسی رادیو پن,61,28166,,Mohsen Rahmani
3539,2861544,15843846.0,ایستگاه فضایی,34,28075,,siavash saffarianpour
2014,3150331,11121619.0,بادبادک باز,8,28021,,Bahador Beigomi
342,5101405,13798787.0,شبچراغون,41,27975,,M Farjami
3519,2889608,18602542.0,پادکست طنز اسطوراخ,24,27784,,پادکست طنز اسطوراخ
481,2417556,12192372.0,سکوت بره‌ها | Sokoote Barreha,42,27476,,سکوت بره‌ها | Sokoote Barreha
32,2440907,13480902.0,10 صبح,0,27178,4628819.0,10am Podcast
553,4927179,14871374.0,KARMA کارما,24,26942,,Shadi Shin
175,2363517,10102209.0,Khodcast - خودکست,357,26921,,Khodcast
191,2622669,17455669.0,راستمرد | مکانی برای خود هیپنوتیزم، مدیتیشن و خودشناسی,49,26412,,rastmard راستمرد
2856,2944761,24897888.0,پادکست اف‌سی ۳۶۰ || FC360,286,26373,,Football 360
1800,4037262,18714348.0,Cool Talk پادکست دوزبانه کول تاک,45,26142,,Ali Nikzad
1585,4495434,15092940.0,خویشتن نو,18,25694,,haniye rouzbehani
3580,1502053,8856035.0,کتاب خوانی,184,25069,,حمید فرید
398,3421430,17425205.0,پادکست جنایی مختومه پلاس,4,24395,,Kamyar Haghshenas
3067,2928286,15895878.0,فلسفه علم,25,23544,,CheraghPrize پادکست
2726,2561072,16870427.0,عزت نفس,19,23440,,NLP Radio
3911,3152158,14647117.0,کتاب باز,68,23435,,hosseine8
874,4920209,25350947.0,رادیو مضمون,81,23399,,همیشه  در میان
133,4908007,10887293.0,MimmPodcast | پادکست میم,37,23054,,Mehdi Abbasi
2590,4498476,7846688.0,رادیو رشدینو : هک رشد یا بازاریابی نوین به زبان فارسی,156,22849,,امیرحسین ثقه الاسلامی - موسس رشدینو
3380,2683113,15816510.0,Bezanoo,8,22593,,Bezanoo official
1057,4852684,16980820.0,ماه کست,91,22110,,Mah cast
2662,2552636,22595114.0,افسردگی,32,21869,,Jooyan Bagheri
124,4790123,21957460.0,Radio Jedaal,386,21859,,Jedaal
1097,4096883,21954868.0,پنجره آگاهی,26,21527,,Peyman RahimiNejad
3540,4922481,15843846.0,عصر حجر,8,21485,,siavash saffarianpour
2567,2482836,10078611.0,تد و کمی بیشتر,7,21382,,Arya Vahedi
350,2764458,9753769.0,کتاب صوتی بیشعوری,26,21367,,Amin Podcaster
2057,4847051,24111397.0,ادعیه ماه رمضان,50,21352,,khoda
4179,5667877,32765155.0,music (موسیقی),115,21301,,Asal ...
172,4488278,18195281.0,پادکست آرامش,29,21181,,پادکست آرامش
1924,4897075,16591882.0,Manifest مانیفست,5,20608,,mani narimani
3541,4997431,15843846.0,خداحافظ آفریقا,14,20247,,siavash saffarianpour
401,4963716,16519593.0,AJIL | آجیل,79,20063,,Ajil Podcast
4104,4584326,23424642.0,FarCast|فارکست,164,19966,,Daneshgoo
3042,2722269,10986533.0,در قرنطینه با محسن نامجو,30,19694,,Nima Mazroob
97,2432345,13387606.0,پادکست فارسی رادیو هزارسرو - یک درصد بهتر! | hezarSarv,65,19649,,Hezarsarv هزارسرو
378,2704773,18306796.0,رادیو مثلث - Radio Mosalas,55,19639,,RadioMosalas Podcast
1303,5075616,25407103.0,رادیو صدای راز,61,19528,,pejman norouzi
2090,3400923,19915774.0,New folder | پادکستِ نیوفلدر,31,19511,,yasin hejazi
2784,2728926,16294042.0,زیباکست Zibacast,120,19470,,Illumination
443,1391813,7944743.0,پادکست تکامل,20,19197,,Aidinism
1910,2181733,14213312.0,Kalaf,8,19026,,Mohsen Khodabakhshi
396,4994128,17425205.0,پادکست جنایی مختومه,32,18996,,Kamyar Haghshenas
3792,4573898,23372052.0,Radio Roozrang | رادیو روزرنگ,12,18982,,roozrang
642,2483543,12376148.0,اینوست پلاس | investplus,48,18916,,اینوست‌ پلاس
863,4857672,8293859.0,Timche podcast | پادکست اقتصادی تیمچه,57,18669,,سینا موسوی
1914,4897804,20152466.0,پادکست اگزون / Exon podcast / حیرت‌های دنیای ژن‌های شما در سرزمین بی نظیر علوم طبیعی,59,18365,,Javad Azadipour
1098,2043852,11361151.0,روزن | Rozan,32,18339,,Hedie Mirimoghadam
1820,4562984,15025634.0,Rosva / پادکست رسوا,0,18337,,poorya firooznejad
2337,5052431,19399631.0,پادکست کاریزما,146,18288,,پادکست کاریزما
1868,4090631,11312243.0,پادکست تکنیک مدیریت زمان و برنامه ریزی - نظم,60,18272,,Sajad Soleimani سجاد سلیمانی
4300,3338754,16381455.0,پادکستِ هرروز,14,17997,,Harrooz podcast
1612,3505885,14209906.0,دارما کلینیک، پادکست سلامت روان و سبک زندگی سالم | Dharma Clinic Podcast,36,17602,,Ali Delshad Tehrani
3453,2484861,16573730.0,رادیو متمم,34,17483,,M B
1723,3976176,21684143.0,رادیو سی من با ثمین,11,17294,,samin shafaie
1688,5193510,25685166.0,کتاب زنان زیرک(کامل),23,17253,,بنی میگه..
782,5460366,17951253.0,کتاب خوانی با علی صفری,213,17210,,Ali Safari
1059,5472316,26983963.0,ده دقیقه مکث,57,17167,,Ali E
2104,3071894,19084208.0,Risman/ پادکست فارسی ریسمان,59,16781,,parsa masihi
947,2157797,14024857.0,Podchology | پادکست روانشناسی پادکولوژی,7,16752,,yasaman aboodi
3007,2725268,15242085.0,پادکست گوشه,49,16722,,فاروق قادری
2137,5368174,26341403.0,AmiFar | امیرحسین فرزانه,42,16391,,Amirhossein Farzaneh
3701,3674771,19843255.0,Radio Zaraban | رادیو ضربان,29,16232,,Navid shakourian | نویدشکوریان
3288,2195791,10614753.0,پادکست روانشناسی دکتر سرگلزایی,221,16183,,Yoosef
3654,3220858,19511195.0,سرطان جن,32,16175,,h_hamed_62@yahoo.com
91,2458667,6881539.0,History Panel,10,16069,,moad tabari
1944,2664271,17728363.0,Taximoon | تاکسیمون,14,16049,,Taximoon
1580,4903006,19958361.0,مجله روانشناسی انگارکه,29,15764,,Meysam Salehi
240,2545622,9280115.0,قاف پادکست GhafPodcast,44,15577,,Ghafpodcast(مائده قربانی)
233,2788985,13901040.0,Papyrus |پاپیروس | خلاصه کتاب کسب و کار,20,15403,,Amin Alirezaee
165,2187529,14402532.0,Cognitive Cast | کاگنتیو کست,1,15346,,Nima Talaei
513,4849997,18150210.0,Karcast - کارکست,60,15268,,Karcast - کارکست
534,3112339,15329999.0,خوانش کتاب برای انسان خردمند,262,15221,,Farhad Arkani
3577,1815546,10066127.0,Mindcast مایندکست,17,15150,,Hamed Ghaderi
3616,3656434,9495475.0,Mandoline podcast | پادکست ماندولین,11,15133,,Nafas.
1904,5477028,29011473.0,Radio Kachi رادیو کاچی,5,15002,,Radio Kachi Podcast
468,4967636,13953794.0,Gazettecast /پادکست گازت,46,14982,,gazette cast
1625,2682293,17638124.0,کتاب صوتی هری پاتر و سنگ جادو,32,14532,,begoshcast
1546,2196799,8318554.0,تولد تا 3 سالگی - دکتر فرهنگ هلاکوئی - پرورش تعلیم و تربیت کودکان و نوجوانان,48,14450,,Farhad Yazdan-Panah
183,2385543,10648092.0,رادیو نیست,64,14426,,Taha Nist
3489,2409118,9740762.0,پادکست دیپ | deep podcast,20,14420,,deeppodcast
24,2363282,7859627.0,پادکست فارسی واوکست / Vavcast,6,14188,,Nav Cast
3434,2370587,14468003.0,drshiri,225,14172,,hassan zerangian
3216,1322725,6953752.0,رادیو دچارانه,23,14137,,MohammadSalar
2375,5681460,22697243.0,"کتاب صوتی ""تمرین نیروی حال""",8,14015,,ayeh
905,5101366,24194970.0,داستان های کوتاه انگلیسی | English Story,52,13925,,محمدامین اسکندری
203,5425936,18619509.0,پادکست آموزش زبان انگلیسی عطایی آنلاین,30,13696,,Ataeionline.com
1912,4498843,14614498.0,پادکست هنر و معماری وادی,18,13686,,Rightland Art Group
2447,3148030,19270466.0,پادکست حرف و کتاب با رعنا,46,13325,,Rana Rahimpour
851,4257923,22473818.0,Hi Medit های مدیت | پادکست مدیتیشن | مراقبه| خواب عمیق,49,13256,,Hi Medit
2537,1399408,8738112.0,Radio Boghcheh | رادیو بقچه,12,13212,,Radio Boghcheh
526,4862636,8837584.0,پادکست کارگاه | Kargah,112,13130,,Milad islamizad
123,3762996,15751893.0,Drang Podcast | پادکست درنگ,12,13015,,Amin Matin | امین متین
3297,2025899,11090288.0,Music Digestion,79,12860,,Dani Khorsandi
469,5015213,14733328.0,پادکست حقوقی دفیله | Defile Legal Podcast,20,12775,,Zarqam Narehei|ضرغام نره ئی
4178,5357074,14796719.0,پادکست سقوط | The Fall Podcast,6,12707,,Aria Shahdadi
3814,4540883,21059264.0,RadioEros|رادیو اِروس,48,12525,,پیمان برومند
2300,3186828,15976963.0,ArchGap  پادکست معماری آرک گپ,41,12504,,Navid Taheri
385,1706834,8991560.0,LoheSefid | پادکست فارسی لوح سفید,6,12387,,Aminoofsky
1638,4604518,18946286.0,معمای روان,7,12263,,niloofar sharifian
1454,4898454,20517168.0,پادکست روانشناسی سایکوپاد,75,12198,,محمد مهرگان
3693,4850469,18722859.0,زنگ تاریخ | Zangetarikh,45,12163,,MiladNosrati(پادکست زنگ تاریخ)
1840,4956721,16308804.0,information serum - پادکست پزشکی سرم اطلاعات,82,11999,,dr.majidi
452,4059821,21830109.0,پادکست محمدرضا شعبانعلی - mohammadreza shabanali,45,11800,,nimac
550,2455139,16076490.0,LEM | پادکست لم,20,11770,,LEM Podcast
1449,4905490,7936752.0,Alef Podcast | پادکست الف,25,11698,,Midnightcast
485,2492057,10034149.0,DialogueBox,117,11691,1798319.0,Mehdi Sotoudeh
987,2083800,13852372.0,پادکست زن که باشی | Zankebashi,3,11689,,Zankebashi
1862,4652979,21937750.0,پادکست دمبل,11,11650,,Yasin Lak
1617,5439253,28740372.0,جعبه‌سیاه,16,11527,,مجله فرهنگی هنری جعبه
160,2669295,10020919.0,باغ رویاها احمد فیاض | Garden Of Dreams Ahmad Fayaz,28,11521,,احمد فیاض | Ahmad Fayaz
65,2782449,16682348.0,امیرعلی ق,8,11516,,Amirali Gh
1630,2086010,11513357.0,رادیو داستان | Radio Daastaan,54,11446,,Behnam Derakhshan / بهنام درخشان
147,3150824,18102080.0,پادکست پرسه زنی در بازار,139,11382,,Mehdi
1627,2648825,17638124.0,کتاب صوتی هری پاتر و تالار اسرار,30,11351,,begoshcast
424,2109802,9301410.0,Podgap | پادگپ,12,11245,,Meysam Dehghani
501,1471271,18293441.0,رادیو فلسفیدن – فلسفیدن,27,11094,,koosha xodabandeloo
448,3660994,20737491.0,استارت کست | StartCast,15,11027,,StartCast | استارت‌کست
2690,2141701,12959665.0,استادمینوفن,35,10734,,sasan khadem
3401,1992864,10658997.0,ابدیت و یک روز,348,10693,,AbadiatVaYekRooz
548,2653641,20281414.0,Hafez Artistry - هنر حافظ,44,10609,,Hossein Sadeghifard
219,5571414,18447336.0,قصه کلیدر,37,10549,,Kelidarpodcast
